date,temperature,humidity,rainfall
2022-04-02,14.3,85.6,0.0
2022-04-03,11.92,77.93,0.0
2022-04-04,11.48,79.22,0.0
2022-04-05,15.87,71.35,0.0
2022-04-06,15.32,78.12,0.0
2022-04-07,14.12,88.56,0.0
2022-04-08,14.74,80.25,0.0
2022-04-09,14.47,80.15,0.0
2022-04-10,13.76,77.64,0.0
2022-04-11,12.7,58.65,0.0
2022-04-12,12.18,72.53,0.0
2022-04-13,13.44,79.9,0.0
2022-04-14,15.33,76.05,0.0
2022-04-15,17.2,73.14,0.0
2022-04-16,16.87,72.11,0.0
2022-04-17,18.51,48.42,0.0
2022-04-18,12.91,66.48,0.0
2022-04-19,12.51,72.14,0.0
2022-04-20,11.37,85.84,0.0
2022-04-21,15.24,75.39,0.0
2022-04-22,18.07,65.17,0.0
2022-04-23,16.98,80.58,0.0
2022-04-24,16.51,83.65,0.0
2022-04-25,17.6,80.46,0.0
2022-04-26,17.48,79.57,0.0
2022-04-27,17.68,79.17,0.0
2022-04-28,19.08,74.45,0.0
2022-04-29,22.52,46.38,0.0
2022-04-30,21.73,52.9,0.0
2022-05-01,18.0,79.67,0.0
2022-05-02,15.62,84.06,0.0
2022-05-03,14.5,84.67,0.0
2022-05-04,16.16,84.87,0.0
2022-05-05,17.54,83.45,0.0
2022-05-06,16.68,82.67,0.0
2022-05-07,21.76,47.81,0.0
2022-05-08,20.31,52.03,0.0
2022-05-09,18.42,68.3,0.0
2022-05-10,18.74,65.43,0.0
2022-05-11,19.14,70.83,0.0
2022-05-12,19.89,78.33,0.0
2022-05-13,19.21,85.24,0.0
2022-05-14,20.14,88.81,0.0
2022-05-15,21.0,81.36,0.0
2022-05-16,21.26,83.41,0.0
2022-05-17,22.56,84.58,0.0
2022-05-18,21.95,81.79,0.0
2022-05-19,20.1,44.14,0.0
2022-05-20,19.2,66.9,0.0
2022-05-21,20.46,71.92,0.0
2022-05-22,20.61,80.58,0.0
2022-05-23,21.23,79.53,0.0
2022-05-24,21.97,68.53,0.0
2022-05-25,22.07,61.32,0.0
2022-05-26,22.36,64.62,0.0
2022-05-27,22.66,70.23,0.0
2022-05-28,24.28,61.56,0.0
2022-05-29,21.0,83.24,0.0
2022-05-30,22.33,79.96,0.0
2022-05-31,22.92,73.88,0.0
2022-06-01,24.42,69.51,0.0
2022-06-02,26.03,72.42,0.0
2022-06-03,27.75,66.41,0.0
2022-06-04,28.82,58.3,0.0
